,,,,,,,,,,,, 
Rol de Procedimentos e Eventos em Saúde,,,,,,,,,,,, 
"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,, 
,,,,,,,,,,,, 
PROCEDIMENTO,RN (alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO 
BIÓPSIA RENAL CIRÚRGICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CISTO RENAL - ESCLEROTERAPIA PERCUTÂNEA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENDOPIELOTOMIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTENOSE DE JUNÇÃO PIELOURETERAL - TRATAMENTO CIRÚRGICO,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA PIELO-CUTÂNEA - TRATAMENTO CIRÚRGICO,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LOMBOTOMIA EXPLORADORA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MARSUPIALIZAÇÃO DE CISTOS RENAIS,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRECTOMIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRECTOMIA LAPAROSCÓPICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRECTOMIA COM URETERECTOMIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRO OU PIELOENTEROCISTOSTOMIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"NEFROLITOTOMIA SIMPLES, ANATRÓFICA OU PERCUTÂNEA",https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROLITOTRIPSIA EXTRACORPÓREA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROLITOTRIPSIA PERCUTÂNEA (PNEUMÁTICA OU PNEUMÁTICO-BALÍSTICA – MEC; ELETROHIDRÁULICA -  E.H.; OU ULTRASSOM - U.S.),https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROLITOTRIPSIA PERCUTÂNEA A LASER,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROPEXIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROPEXIA LAPAROSCÓPICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFRORRAFIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROSTOMIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROSTOMIA PERCUTÂNEA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,AMB,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROURETERECTOMIA COM RESSECÇÃO VESICAL,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEFROURETERECTOMIA COM RESSECÇÃO VESICAL LAPAROSCÓPICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOLITOTOMIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOLITOTOMIA LAPAROSCÓPICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOLITOTOMIA COM NEFROLITOTOMIA SIMPLES OU ANATRÓFICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOPLASTIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOPLASTIA LAPAROSCÓPICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOSTOMIA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PIELOTOMIA EXPLORADORA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO ASPIRATIVA RENAL PARA DIAGNÓSTICO DE REJEIÇÃO,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,PAC,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO BIÓPSIA RENAL PERCUTÂNEA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REVASCULARIZAÇÃO RENAL,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINFISIOTOMIA (RIM EM FERRADURA),https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSURETERO ANASTOMOSE,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA FÍSTULA PIELO-INTESTINAL,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR RENAL - ENUCLEAÇÃO,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR WILMS - TRATAMENTO CIRÚRGICO,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMORES RETRO-PERITONEAIS - EXÉRESE,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,"RIM, BACINETE E SUPRA-RENAL",SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA DE URETER,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ENDOSCÓPICA DE URETER,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,AMB,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CATETERISMO URETERAL,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO CIRÚRGICA DE DUPLO J,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO ENDOSCÓPICA DE DUPLO J,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO NEFROSCÓPICA DE DUPLO J,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLOCAÇÃO URETEROSCÓPICA DE DUPLO J,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO LAPAROSCÓPICA DE REFLUXO VÉSICO-URETERAL,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DILATAÇÃO ENDOSCÓPICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DUPLICAÇÃO PIELOURETERAL - TRATAMENTO CIRÚRGICO,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA URETERO-CUTÂNEA (TRATAMENTO CIRÚRGICO),https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA URETERO-INTESTINAL (TRATAMENTO CIRÚRGICO),https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA URETERO-VAGINAL (TRATAMENTO CIRÚRGICO),https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MEATOTOMIA ENDOSCÓPICA,https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/Anexo_II_DUT_2021_RN_465.2021_tea.br_RN473_RN477_RN478_RN480_RN513.pdf,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REFLUXO VÉSICO-URETERAL - TRATAMENTO ENDOSCÓPICO (COM DIRETRIZ DE UTILIZAÇÃO),https://www.in.gov.br/en/web/dou/-/resolucao-normativa-ans-n-536-de-2-de-maio-de-2022-398111061,,,,HCO,HSO,REF,,122,URETER,SISTEMA URINÁRIO,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
